class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33,angle_knee,angle_hip,angle_spine
up,0.3044826090335846,0.110351949930191,-0.0671413242816925,0.9999318718910216,0.3231094181537628,0.0882062464952468,-0.1171270832419395,0.999941110610962,0.3298220932483673,0.0875417366623878,-0.11713807284832,0.9999464154243468,0.336913526058197,0.0867989435791969,-0.1171473935246467,0.9999528527259828,0.3177100121974945,0.0883073285222053,-0.0448598228394985,0.9999344348907472,0.3203727900981903,0.087667092680931,-0.0448201932013034,0.9999304413795472,0.3236040771007538,0.086831048130989,-0.0451794080436229,0.9999416470527648,0.3855561017990112,0.09012221544981,-0.1976765543222427,0.999897599220276,0.3725994825363159,0.0902233868837356,0.1159057542681694,0.9999600648880004,0.3317025601863861,0.1270084679126739,-0.083817072212696,0.9999078512191772,0.3244852721691131,0.1288496106863021,0.0079070907086133,0.9998524785041808,0.5079401731491089,0.1719404309988021,-0.2498374134302139,0.9999403953552246,0.4515411257743835,0.1876060515642166,0.2964619696140289,0.9991329312324524,0.5912272334098816,0.2705573439598083,-0.7038830518722534,0.987949550151825,0.4742332994937897,0.3198924660682678,0.4220622181892395,0.0445482060313224,0.5068910717964172,0.1455941051244735,-1.0465160608291626,0.9702520966529846,0.4383268356323242,0.4345293939113617,0.3906704187393188,0.049858633428812,0.4934804737567901,0.1081587597727775,-1.1259230375289917,0.9480369687080384,0.4292410016059875,0.4628456830978393,0.4134218096733093,0.0538020133972168,0.4890671074390411,0.1005289405584335,-1.0420438051223757,0.9430459141731262,0.4239793121814728,0.4641740322113037,0.3380704224109649,0.0523797795176506,0.4877342283725738,0.1151666939258575,-1.0208086967468262,0.92524915933609,0.4314242303371429,0.4572204053401947,0.358390212059021,0.0610890686511993,0.5286333560943604,0.4590950012207031,-0.1971759796142578,0.9997628927230836,0.5178465247154236,0.4538463950157165,0.1969661265611648,0.9980018138885498,0.4893580675125122,0.6672152280807495,-0.1534307599067688,0.96302330493927,0.5034016966819763,0.6434869766235352,0.3076528906822204,0.3651385307312011,0.5073240995407104,0.8904221653938293,-0.2239852249622345,0.9685586094856262,0.5230380296707153,0.8152138590812683,0.4742350578308105,0.4706985056400299,0.5473434329032898,0.9246758222579956,-0.2449881285429,0.930307388305664,0.5655154585838318,0.8521796464920044,0.4812278151512146,0.540228545665741,0.3320182859897613,0.9285922646522522,-0.4909291267395019,0.9582940340042114,0.3900464475154876,0.82937091588974,0.3564176857471466,0.6861863136291504,166.9160774340076,163.4254363835452,8.934293462135528
up,0.3044615685939789,0.1103734970092773,-0.0796656608581543,0.9999354481697084,0.3230823278427124,0.0882176756858825,-0.1295838207006454,0.99994295835495,0.3297876417636871,0.0875548720359802,-0.1296022832393646,0.9999477863311768,0.3368845880031585,0.086812749505043,-0.1296261996030807,0.9999536871910096,0.3176929056644439,0.0883245021104812,-0.0570868402719497,0.9999364018440248,0.3203587532043457,0.0876847878098487,-0.0570488721132278,0.9999322295188904,0.3235893249511719,0.0868449285626411,-0.0574146471917629,0.9999428987503052,0.3857076466083526,0.0902385786175727,-0.2081400603055954,0.999900996685028,0.3727569878101349,0.0902327448129654,0.1059872284531593,0.9999613761901855,0.3317495286464691,0.1270196288824081,-0.0955150574445724,0.9999111890792848,0.3244727849960327,0.1288575083017349,-0.0035989726893603,0.9998599886894226,0.5100306272506714,0.1732728481292724,-0.2575592696666717,0.9999419450759888,0.4510248303413391,0.1875721961259842,0.2897146046161651,0.9991657733917236,0.5916246771812439,0.2739364802837372,-0.7186849117279053,0.98837548494339,0.4776263535022735,0.3189064562320709,0.4149356782436371,0.0449683256447315,0.5068798661231995,0.1462409049272537,-1.0690028667449951,0.9710536003112792,0.4383774399757385,0.4350877106189728,0.382371574640274,0.0501756407320499,0.4935658276081085,0.1084843501448631,-1.1500438451766968,0.9490216970443726,0.4285512864589691,0.4635842740535736,0.4043357074260711,0.0539673417806625,0.4893449544906616,0.100565418601036,-1.0682445764541626,0.9440932273864746,0.4230038523674011,0.4650263786315918,0.3300544321537018,0.0525157824158668,0.4880599081516266,0.1150569319725036,-1.0442583560943604,0.9263381958007812,0.4300999343395233,0.4570627510547638,0.350499540567398,0.0612391121685504,0.5284709334373474,0.4593041539192199,-0.1970153301954269,0.9997645616531372,0.5153005123138428,0.4538504779338836,0.1967880576848983,0.9980102181434632,0.490055114030838,0.6681356430053711,-0.1478889137506485,0.9626471400260924,0.5018171668052673,0.6434754133224487,0.323453277349472,0.3657049536705017,0.50734543800354,0.8903363943099976,-0.2148136794567108,0.967988133430481,0.5219792723655701,0.8096815943717957,0.5058318376541138,0.4700886905193329,0.5477668046951294,0.9246777892112732,-0.2354150861501693,0.9292735457420348,0.5624610781669617,0.8490111231803894,0.514680802822113,0.5399290919303894,0.3315290212631225,0.9288163185119628,-0.4829071462154388,0.9577350616455078,0.389097511768341,0.8237509727478027,0.3936057388782501,0.6869862079620361,167.07161073577984,164.12493674314064,8.517543949726212
up,0.3035989105701446,0.1103260368108749,-0.0735199972987175,0.999945342540741,0.3218182921409607,0.0881894156336784,-0.1223065927624702,0.999948799610138,0.3287043869495392,0.0875082314014434,-0.1223239451646804,0.999952495098114,0.335938036441803,0.0867533385753631,-0.1223401725292205,0.9999571442604064,0.3160598874092102,0.0883143544197082,-0.0502534583210945,0.99994295835495,0.3185119032859802,0.0876711010932922,-0.0502164848148822,0.9999387860298156,0.3215909898281097,0.0868208035826683,-0.0505811721086502,0.9999479651451112,0.3849553763866424,0.0902117490768432,-0.2020483464002609,0.9999117851257324,0.3710942268371582,0.0900827273726463,0.1121253743767738,0.9999656081199646,0.3305640518665313,0.1267517805099487,-0.0898261442780494,0.9999212026596068,0.3226536810398102,0.128590852022171,0.0014273808337748,0.9998810887336732,0.5071356296539307,0.1731576174497604,-0.2549530863761902,0.9999470710754396,0.4480657577514648,0.1871044784784317,0.2956022918224334,0.999247431755066,0.5926049947738647,0.2775979340076446,-0.710614025592804,0.9896116852760316,0.4787207543849945,0.318095862865448,0.4334354996681213,0.0450193770229816,0.5072878003120422,0.151960089802742,-1.0565074682235718,0.9733956456184388,0.434255450963974,0.440009206533432,0.4142968952655792,0.0506652072072029,0.4940629005432129,0.1118208765983581,-1.1353793144226074,0.9520089626312256,0.424393355846405,0.4667361974716186,0.4396691620349884,0.0542463473975658,0.4899955093860626,0.1019219383597374,-1.055323362350464,0.9472852349281312,0.4190255105495453,0.4708423316478729,0.3658628165721893,0.0527603141963481,0.4881890118122101,0.1163963228464126,-1.0314948558807373,0.9297850131988524,0.4266556203365326,0.4631387889385223,0.3834138810634613,0.0616811849176883,0.5270772576332092,0.458331823348999,-0.1966753751039505,0.9997623562812804,0.5145140886306763,0.4532949924468994,0.1964263617992401,0.9980003237724304,0.4914023280143738,0.6699438095092773,-0.1499058157205581,0.9618341326713562,0.5018845796585083,0.6438377499580383,0.3051417768001556,0.3602239489555359,0.5073134303092957,0.8907502293586731,-0.2316962927579879,0.9668921828269958,0.5211029648780823,0.81235671043396,0.4573898613452911,0.4634109437465668,0.5474395751953125,0.9249697327613832,-0.2538152933120727,0.9270102977752686,0.5607321858406067,0.8500156998634338,0.4618993699550628,0.532346248626709,0.3301804959774017,0.9289093613624572,-0.5044328570365906,0.956507682800293,0.3883090019226074,0.8269839286804199,0.3308439552783966,0.6835638880729675,168.0053983754242,164.31115332271793,8.90493720235762
up,0.3035644590854645,0.1102024689316749,-0.0760414227843284,0.9999478459358216,0.3217761814594269,0.0880913659930229,-0.1246144771575927,0.9999502897262572,0.3286862671375274,0.0874066948890686,-0.1246291548013687,0.9999536275863647,0.3359203338623047,0.086657278239727,-0.1246486753225326,0.9999579787254332,0.3159181773662567,0.0882205963134765,-0.0529334656894207,0.9999445676803588,0.3183136284351349,0.0875760465860366,-0.0528905503451824,0.9999403357505798,0.3213330507278442,0.0867238566279411,-0.0532491840422153,0.9999490976333618,0.3848989307880401,0.0901533588767051,-0.2026024162769317,0.9999145865440368,0.3707484304904938,0.0899108573794364,0.1093226000666618,0.9999666810035706,0.330490231513977,0.1264486610889434,-0.0917795524001121,0.999923825263977,0.3224211633205414,0.1282758265733719,-0.000991707900539,0.9998865723609924,0.5061423778533936,0.173159047961235,-0.2553890943527221,0.999948501586914,0.4478642344474792,0.1860172152519226,0.2925333082675934,0.9992684721946716,0.5925882458686829,0.2782995104789734,-0.7105110287666321,0.9899003505706788,0.4697901308536529,0.319279134273529,0.4304546415805816,0.0449081994593143,0.5072110295295715,0.1531746834516525,-1.05500590801239,0.9737913608551024,0.435058057308197,0.4397913515567779,0.4134484529495239,0.0502090454101562,0.4940834045410156,0.1129869148135185,-1.1340506076812744,0.9524385333061218,0.4243946969509125,0.4665452837944031,0.4387170076370239,0.0537243001163005,0.4899706244468689,0.1026723012328147,-1.0541845560073853,0.9477483034133912,0.4190372228622436,0.4707976281642914,0.3655956089496612,0.0522380210459232,0.4880983233451843,0.1171699464321136,-1.030192732810974,0.9301989078521729,0.4266847372055053,0.4617334306240082,0.382928729057312,0.061092834919691,0.5268943309783936,0.457857996225357,-0.1966684311628341,0.999763250350952,0.5145052075386047,0.4527145624160766,0.196417897939682,0.9979960918426514,0.4916657507419586,0.6699313521385193,-0.1511361449956894,0.9619174003601074,0.5013453960418701,0.6431658864021301,0.308320939540863,0.359501838684082,0.5073058009147644,0.8907575011253357,-0.2386499196290969,0.9666188955307008,0.5197136402130127,0.8103604316711426,0.46530282497406,0.4617489874362945,0.5472360849380493,0.9249799251556396,-0.2611628472805023,0.9264082312583924,0.5588825941085815,0.849295437335968,0.4707338511943817,0.530362606048584,0.3296534121036529,0.9288801550865172,-0.511072039604187,0.9562098383903505,0.3876137137413025,0.826867401599884,0.3436172604560852,0.6829418540000916,168.14743105097205,164.20857614756179,9.006128607391299
up,0.3034815788269043,0.1101230159401893,-0.0800239965319633,0.9999500513076782,0.3216538727283478,0.0880087614059448,-0.1282285749912262,0.9999516010284424,0.3286159336566925,0.0873103737831115,-0.1282375901937484,0.999954640865326,0.3358905017375946,0.0865547060966491,-0.1282538026571273,0.9999586939811708,0.3156181275844574,0.0881616026163101,-0.0569198131561279,0.9999459385871888,0.3179221749305725,0.0875195115804672,-0.0568737611174583,0.99994158744812,0.3208537697792053,0.0866673663258552,-0.0572348572313785,0.9999499917030334,0.3848700225353241,0.0900577157735824,-0.2038332819938659,0.999916970729828,0.3703207671642303,0.0897668078541755,0.1060084551572799,0.9999675154685974,0.330420970916748,0.1261785477399826,-0.0949525162577629,0.9999260902404784,0.3221744000911712,0.1280274391174316,-0.0046325381845235,0.9998914003372192,0.5061285495758057,0.1731559932231903,-0.2566247284412384,0.9999498128890992,0.4470976889133453,0.1854009479284286,0.2906290292739868,0.9992882013320924,0.5925958752632141,0.2787531614303589,-0.7147208452224731,0.9901914596557616,0.4714698493480682,0.3179309666156769,0.4275793731212616,0.0450927391648292,0.5070151090621948,0.1531685888767242,-1.0655025243759155,0.974425494670868,0.4351925849914551,0.4392317235469818,0.4082856476306915,0.0505466982722282,0.4941067397594452,0.1130748614668846,-1.1452014446258545,0.9533126950263976,0.4243007898330688,0.4664315283298492,0.4321609139442444,0.0539407879114151,0.4902390539646148,0.1027057692408561,-1.0665982961654663,0.94871187210083,0.4190272092819214,0.4706790447235107,0.3599909245967865,0.0524225868284702,0.4880400896072387,0.1171927005052566,-1.0414512157440186,0.9312711358070374,0.4266952872276306,0.4605655968189239,0.3779888749122619,0.0612657070159912,0.5269156098365784,0.4575600624084472,-0.1966240406036377,0.9997649788856506,0.5141882300376892,0.4522779881954193,0.1963661015033722,0.9979998469352722,0.4919191002845764,0.6699224710464478,-0.1514206677675247,0.9619397521018982,0.5000640749931335,0.6424804329872131,0.315439760684967,0.3600446581840515,0.5073033571243286,0.8907549381256104,-0.2391300052404403,0.9664660692214966,0.5180743336677551,0.8089624643325806,0.4820426404476166,0.4612999260425567,0.5471192002296448,0.924984335899353,-0.2616738379001617,0.9258674383163452,0.5571264028549194,0.8477702140808105,0.4887682199478149,0.5294077396392822,0.3294454514980316,0.9288815259933472,-0.5115439295768738,0.956110179424286,0.3868996798992157,0.8241666555404663,0.3659507632255554,0.6835074424743652,168.11777132701206,164.05172928418813,9.0571111486719
up,0.3032523393630981,0.110007457435131,-0.0772050246596336,0.9999531507492064,0.32122603058815,0.0879001542925834,-0.1264777928590774,0.999952793121338,0.3282041251659393,0.0871888399124145,-0.1264846920967102,0.9999553561210632,0.3354822099208832,0.0864277184009552,-0.1265014708042144,0.9999588131904602,0.3150662779808044,0.0880605429410934,-0.0545382238924503,0.9999472498893738,0.3172754347324371,0.0874070525169372,-0.0544931516051292,0.9999427795410156,0.3201306164264679,0.0865417420864105,-0.0548567101359367,0.9999505877494812,0.3844532072544098,0.0898044407367706,-0.2038120180368423,0.9999189972877502,0.3696473240852356,0.0894620195031166,0.1067878380417823,0.9999685287475586,0.3298123776912689,0.125759944319725,-0.0939003899693489,0.9999281167984008,0.3214128315448761,0.1275955438613891,-0.0028914741706103,0.9998976588249208,0.5053520798683167,0.1729884594678878,-0.2568887770175934,0.9999505281448364,0.446697860956192,0.1841775774955749,0.2870550453662872,0.9993176460266112,0.5924186706542969,0.2791451811790466,-0.711421012878418,0.9903811812400818,0.4635106027126312,0.3193204402923584,0.4175085425376892,0.0443678274750709,0.5069113969802856,0.1554531902074813,-1.0467005968093872,0.9738867282867432,0.4412278831005096,0.4368209838867187,0.3848423361778259,0.0489236861467361,0.4943516850471496,0.115002803504467,-1.124358296394348,0.9520052671432496,0.4301034212112427,0.4655437469482422,0.4042210280895233,0.0522850416600704,0.4903273284435272,0.1040291935205459,-1.0483850240707395,0.9472938179969788,0.4249528646469116,0.4695930182933807,0.3327777981758117,0.0507885031402111,0.4880422055721283,0.1186818778514862,-1.0233678817749023,0.9292389154434204,0.4345329403877258,0.4576598107814789,0.3544153571128845,0.0593619607388973,0.5264976620674133,0.457249104976654,-0.1966535001993179,0.9997653365135192,0.5138543844223022,0.451908141374588,0.1963871270418167,0.9980117082595824,0.4920005202293396,0.6700754761695862,-0.149879440665245,0.9618452787399292,0.4982081055641174,0.6416493058204651,0.3226492702960968,0.3612041473388672,0.5073124766349792,0.8906861543655396,-0.2333299666643142,0.965974986553192,0.515423595905304,0.8067634701728821,0.4976600110530853,0.4603244960308075,0.5470154881477356,0.924991488456726,-0.2552423775196075,0.9251682162284852,0.555127739906311,0.844910740852356,0.504963755607605,0.5264857411384583,0.3294635415077209,0.9288910627365112,-0.50382000207901,0.955735683441162,0.3859204053878784,0.8205944299697876,0.3824891746044159,0.6835048794746399,168.07802731743755,163.87163894941222,9.088621035498022
up,0.3027811646461487,0.1099906861782074,-0.074285127222538,0.9999547004699708,0.3203930854797363,0.0878906846046447,-0.1246455982327461,0.99995356798172,0.3273793160915375,0.0871714502573013,-0.1246492192149162,0.999955952167511,0.3346689939498901,0.0864006280899047,-0.124666579067707,0.9999590516090392,0.3140662610530853,0.0880571156740188,-0.0518106445670127,0.9999481439590454,0.3160933554172516,0.0874018967151641,-0.0517638996243476,0.999943733215332,0.3187787234783172,0.0865328907966613,-0.052129004150629,0.9999512434005736,0.3839278817176819,0.089626170694828,-0.2038249969482422,0.9999203085899352,0.3688503801822662,0.0893266424536705,0.1079742908477783,0.999969244003296,0.3289895057678222,0.1256448328495025,-0.0925335064530372,0.9999291896820068,0.3204541206359863,0.1274582892656326,-0.00045818509534,0.999900758266449,0.5048075914382935,0.1725988537073135,-0.2577288150787353,0.999950349330902,0.4465823471546173,0.1835446506738662,0.286920964717865,0.9993332028388976,0.5920490622520447,0.2791168689727783,-0.7113296985626221,0.9902788996696472,0.4611664414405823,0.3195849061012268,0.4132982492446899,0.0438947603106498,0.5069790482521057,0.1568338572978973,-1.0404220819473269,0.9728016257286072,0.4430176913738251,0.4362642467021942,0.3743340075016022,0.0477360822260379,0.4945412278175354,0.1157279163599014,-1.117665410041809,0.9500282406806946,0.4329148828983307,0.4652181565761566,0.3929409980773926,0.0510797090828418,0.4905115365982055,0.1043753027915954,-1.0423753261566162,0.945117175579071,0.4281408190727234,0.4691424071788788,0.3209314048290252,0.0496142879128456,0.4881671369075775,0.1192883923649787,-1.017322063446045,0.926400363445282,0.4365592002868652,0.4568479657173157,0.3434922099113464,0.0580385588109493,0.5262767672538757,0.4572419226169586,-0.1973899751901626,0.9997656345367432,0.5136957168579102,0.4518714547157287,0.1971030980348587,0.9980284571647644,0.4920161068439483,0.6702873110771179,-0.150026649236679,0.9617541432380676,0.4978016912937164,0.6415284276008606,0.3308709859848022,0.361698180437088,0.5073233842849731,0.8905644416809082,-0.2330614924430847,0.9657045602798462,0.514273464679718,0.8057301640510559,0.5127090811729431,0.4593137502670288,0.547028660774231,0.924994707107544,-0.2549120485782623,0.9250025749206544,0.5542142987251282,0.8440637588500977,0.5206313729286194,0.5244699120521545,0.3295344114303589,0.9289369583129884,-0.5036960244178772,0.9555067420005798,0.385273277759552,0.8187669515609741,0.3978224396705627,0.6826550960540771,168.18505722411595,163.85889697669387,9.101136356980572
up,0.3025488257408142,0.110055111348629,-0.070972554385662,0.99995619058609,0.3199456930160522,0.0879816263914108,-0.1216506958007812,0.9999544024467468,0.3269522488117218,0.0872394368052482,-0.1216534152626991,0.9999566078186036,0.3342741131782532,0.0864449888467788,-0.1216693073511123,0.999959409236908,0.3135519623756408,0.0881749093532562,-0.048364158719778,0.9999489784240724,0.3155082166194916,0.087512269616127,-0.0483134239912033,0.9999446272850036,0.3181354403495788,0.0866250917315483,-0.0486747361719608,0.9999517798423768,0.3837548196315765,0.0896242707967758,-0.2036371678113937,0.9999216198921204,0.3685024976730346,0.0893322303891182,0.1101134791970253,0.9999697804450988,0.3286355435848236,0.1256465017795562,-0.0903283208608627,0.9999303221702576,0.3200643956661224,0.1274569630622863,0.0023472472093999,0.9999035000801086,0.5048305988311768,0.1725435405969619,-0.2578825652599334,0.9999508857727052,0.4464202225208282,0.1834256201982498,0.2869772911071777,0.9993460178375244,0.5918057560920715,0.2788951396942138,-0.7112970948219299,0.9903172254562378,0.4605900347232818,0.3197624385356903,0.41130530834198,0.0436832904815673,0.5071536898612976,0.1569974422454834,-1.0404484272003174,0.9724819660186768,0.443878173828125,0.4354915916919708,0.3674564361572265,0.0470665842294693,0.4947824478149414,0.1158410683274269,-1.1177150011062622,0.949330747127533,0.4348373711109161,0.4649337232112884,0.3852003514766693,0.0504079796373844,0.4914385676383972,0.104454681277275,-1.0426223278045654,0.9443413615226746,0.4271620512008667,0.4691000282764435,0.3122453689575195,0.0489588677883148,0.4891635775566101,0.1194139048457145,-1.017349362373352,0.9252980947494508,0.4377147853374481,0.4562326371669769,0.3360550105571747,0.0572931319475173,0.5262826681137085,0.4572512805461883,-0.1980106383562088,0.999768078327179,0.5135297179222107,0.4518308043479919,0.1977147758007049,0.9980472326278688,0.4920288622379303,0.6702475547790527,-0.1505262404680252,0.961702287197113,0.4971858561038971,0.6409193277359009,0.338444709777832,0.3609461486339569,0.5073251724243164,0.8901801109313965,-0.2349215000867843,0.9654647707939148,0.5131467580795288,0.8027032613754272,0.525676429271698,0.4572867155075073,0.547032356262207,0.9248956441879272,-0.2569513618946075,0.924873113632202,0.5524176955223083,0.8419904112815857,0.5341387987136841,0.5221508741378784,0.3296018838882446,0.9289646744728088,-0.5063101053237915,0.9553166031837464,0.384313553571701,0.8168466091156006,0.4131110906600952,0.6814645528793335,168.15545875410226,163.7884905090405,9.096702901428676
up,0.3012480139732361,0.1100979000329971,-0.0633844807744026,0.9999587535858154,0.3182548582553863,0.0881302654743194,-0.1147206798195838,0.9999552965164183,0.3251976370811462,0.0873574391007423,-0.1147155687212944,0.9999569654464722,0.3324729800224304,0.0865235477685928,-0.1147257387638092,0.9999590516090392,0.3118117749691009,0.0883446782827377,-0.0409148298203945,0.999950110912323,0.3136118352413177,0.0876702442765235,-0.0408662483096122,0.9999458193778992,0.3161146938800812,0.0867555513978004,-0.0412387587130069,0.9999524354934692,0.3825098872184753,0.0895683467388153,-0.2035697251558303,0.9999223351478576,0.367240160703659,0.0893274098634719,0.11500895768404,0.9999707341194152,0.3270774781703949,0.1256304681301117,-0.084395058453083,0.9999309182167052,0.3184739649295807,0.1274116784334182,0.0090718446299433,0.9999081492424012,0.5042226314544678,0.1725494265556335,-0.261379599571228,0.9999497532844543,0.4464153051376343,0.1833488941192627,0.2848177552223205,0.9993709921836852,0.5909498929977417,0.2785928845405578,-0.7165480852127075,0.989881992340088,0.4789983630180359,0.3159128725528717,0.408279150724411,0.0423844046890735,0.5074527859687805,0.1581149697303772,-1.0482752323150637,0.9691682457923888,0.4478068053722381,0.4340456426143646,0.368949145078659,0.0440801940858364,0.4951217472553253,0.1171450689435005,-1.126650094985962,0.9436702728271484,0.439081460237503,0.4644338488578796,0.3888498842716217,0.0474282838404178,0.4916143715381622,0.1063903123140335,-1.0499614477157593,0.9381473660469056,0.4324353039264679,0.4682326018810272,0.3147949278354645,0.0460569038987159,0.4894147217273712,0.1210876777768135,-1.0248939990997314,0.9173319935798644,0.4407357275485992,0.4548197090625763,0.3370943963527679,0.0539623275399208,0.5262667536735535,0.4576485753059387,-0.2000757902860641,0.9997734427452089,0.5140373706817627,0.4517840147018432,0.1997548639774322,0.9980912208557128,0.492132306098938,0.6702987551689148,-0.1548641473054886,0.9619165658950806,0.4967350363731384,0.6399694681167603,0.3538400530815124,0.3609447479248047,0.5074525475502014,0.8888720273971558,-0.2429110705852508,0.9652007222175598,0.5119919776916504,0.7981938123703003,0.5530863404273987,0.4548965096473694,0.5475294589996338,0.924423336982727,-0.2651728391647339,0.9254093170166016,0.5508387684822083,0.8380488753318787,0.5626792311668396,0.5183361172676086,0.3302891552448272,0.9289924502372742,-0.5155358910560608,0.9550610780715942,0.3826938271522522,0.8139684200286865,0.4424688220024109,0.6794424653053284,168.05509716318312,163.53339859182785,9.20134390973901
up,0.3008074462413788,0.1099203824996948,-0.0594012401998043,0.9999577403068542,0.3178549706935882,0.0880453214049339,-0.1110212653875351,0.9999535083770752,0.3246825039386749,0.0872765854001045,-0.1110182330012321,0.9999550580978394,0.3318694233894348,0.0864484906196594,-0.1110365241765976,0.9999568462371826,0.311605155467987,0.0882416516542434,-0.0373194031417369,0.9999486804008484,0.3134532570838928,0.0875521153211593,-0.0372669622302055,0.9999443888664246,0.3160088956356048,0.0866236165165901,-0.0376492589712142,0.9999510645866394,0.3822104334831238,0.089483767747879,-0.2023613452911377,0.999919295310974,0.3671643435955047,0.089209608733654,0.1164736598730087,0.9999701976776124,0.3263227343559265,0.1253723502159118,-0.081004612147808,0.9999276399612428,0.3179188370704651,0.1270897537469864,0.0123560689389705,0.9999061226844788,0.5038301348686218,0.1725553125143051,-0.2613523602485657,0.9999467134475708,0.4463393092155456,0.183350458741188,0.2849358916282654,0.9993658065795898,0.5900462865829468,0.2785620987415313,-0.70841383934021,0.989427387714386,0.4822498261928558,0.3140819072723388,0.4113087654113769,0.0411970131099224,0.5074430704116821,0.1595171391963958,-1.026716947555542,0.9665202498435974,0.4609697163105011,0.4309451580047607,0.383980393409729,0.0424167774617672,0.492262452840805,0.1185872480273246,-1.104333758354187,0.9396435022354126,0.4536448419094085,0.4577048718929291,0.4029543101787567,0.0458767265081405,0.4912328124046325,0.1107784956693649,-1.028681397438049,0.9338636994361876,0.4377928078174591,0.4680269658565521,0.3318849802017212,0.0445573553442955,0.4887673258781433,0.1222363114356994,-1.0032528638839722,0.9121388792991638,0.4607318043708801,0.452160120010376,0.3540895879268646,0.0522218570113182,0.5262389779090881,0.4576546251773834,-0.2001430094242096,0.9997676610946656,0.514319121837616,0.4519242346286773,0.1998221725225448,0.9980732202529908,0.4925461113452911,0.670428454875946,-0.153489202260971,0.9615499377250672,0.4968583881855011,0.6399927735328674,0.3504522442817688,0.3593684434890747,0.5075833201408386,0.8885090947151184,-0.2321128994226455,0.9645929336547852,0.5120004415512085,0.7985434532165527,0.548493504524231,0.453333169221878,0.5481125116348267,0.924196183681488,-0.2528945803642273,0.9253439903259276,0.5509456992149353,0.8382562398910522,0.5575438737869263,0.5170689821243286,0.330633282661438,0.9290090799331664,-0.4983339607715606,0.9543092250823976,0.382333368062973,0.8143684267997742,0.4408469498157501,0.6772439479827881,168.14882602191665,163.49964172406595,9.27191369009508
